"","Date","UserIDs_in","FileName","Obs_in","HHMMSS_in","FTime_in","EBal._in","Photo_out","Cond_out","Ci_out","Trmmol_out","VpdL_out","CTleaf_out","Area_in","BLC_1_out","StmRat_in","BLCond_out","Tair_in","Tleaf_in","TBlk_in","CO2R_in","CO2S_in","H2OR_in","H2OS_in","RH_R_in","RH_S_in","Flow_in","PARi_in","PARo_in","Press_in","CsMch_in","HsMch_in","CsMchSD_in","HsMchSD_in","CrMchSD_in","HrMchSD_in","StableF_in","BLCslope_in","BLCoffst_in","f_parin_in","f_parout_in","alphaK_in","Status_in","fda_out","Trans_out","Tair_K_out","Twall_K_out","R.W.m2._out","Tl.Ta_out","SVTleaf_out","h2o_i_out","h20diff_out","CTair_out","SVTair_out","CndTotal_out","vp_kPa_out","VpdA_out","CndCO2_out","Ci_Pa_out","Ci.Ca_out","RHsfc_out","C2sfc_out","AHs.Cs_out","Unit","LS","Ad.Time","Config","OtherComments","DateTime","Time","hr","mi","se","Seconds","Time.pos","CO2_Mixer_setting","Tblock_setting","Flow_setting","Lamp_setting","LogRemarks1","Remark.catch","LicorModel","Unknown","Sys_time_s","Sys_elapsed_s","Sys_date_NA","GasEx_TIME_s","GasEx_Ca_µmol.mol.U.207B.¹","GasEx_gsw_mol.m.U.207B.².s.U.207B.¹","GasEx_gbw_mol.m.U.207B.².s.U.207B.¹","GasEx_gtw_mol.m.U.207B.².s.U.207B.¹","GasEx_gtc_mol.m.U.207B.².s.U.207B.¹","GasEx_Rabs_W.m.U.207B.²","GasEx_TleafEB_.C","GasEx_SVPleaf_kPa","GasEx_SVPcham_kPa","GasEx_VPDleaf_kPa","GasEx_LatHFlux_W.m.U.207B.²","GasEx_SenHFlux_W.m.U.207B.²","GasEx_NetTherm_W.m.U.207B.²","GasEx_EBSum_W.m.U.207B.²","GasEx_blfa_1_NA","GasEx_blfa_2_NA","GasEx_blfa_3_NA","Leak_Leak_µmol.s.U.207B.¹","Leak_LeakPct_.","Leak_CorrFact_NA","Leak_CorrFactPct_.","Leak_Fan_µmol.s.U.207B.¹","LeafQ_Qabs_µmol.m.U.207B.².s.U.207B.¹","LeafQ_alpha_NA","LeafQ_convert_J.µmol","Const_Geometry_NA","Meas_TIME_s","Meas_.U.0394.Pcham_kPa","Meas_Tleaf2_.C","Meas_Fan_speed_rpm","Meas_Qamb_in_µmol.m.U.207B.².s.U.207B.¹","Meas_Qamb_out_µmol.m.U.207B.².s.U.207B.¹","Match_time_secs","Match_hhmmss_NA","Match_count_NA","Match_co2_adj_µmol.mol","Match_h2o_adj_mmol.mol","Match_co2_at_µmol.mol","Match_h2o_at_mmol.mol","Match_co2_cv_.","Match_h2o_cv_.","Stability_.U.0394.CO2.MN_µmol.mol.U.207B.¹","Stability_.U.0394.CO2.SLP_µmol.mol.U.207B.¹.min.U.207B.¹","Stability_.U.0394.CO2.SD_µmol.mol.U.207B.¹","Stability_.U.0394.CO2.OK_NA","Stability_.U.0394.H2O.MN_mmol.mol.U.207B.¹","Stability_.U.0394.H2O.SLP_mmol.mol.U.207B.¹.min.U.207B.¹","Stability_.U.0394.H2O.SD_mmol.mol.U.207B.¹","Stability_.U.0394.H2O.OK_NA","Stability_Stable_NA","Stability_Total_NA","Stability_State_NA","Status_MatchValveR_.","Status_MatchValveS_.","Status_MatchCO2_µmol.mol","Status_MatchH2O_mmol.mol","Status_DIAG_NA","Status_Flow_s_µmol.s.U.207B.¹","Status_Flow_r_µmol.s.U.207B.¹","Status_Txchg_.C","Status_Tirga_.C","Status_Tchopper_.C","Status_Ts_.C","Status_CO2_._.","Status_Desiccant_._.","Status_Humidifier_._.","Status_CO2_r_sp_µmol.mol.U.207B.¹","Status_H2O_r_sp_mmol.mol.U.207B.¹","Status_SS_s_.","Status_SS_r_.","Meas_Offset_.C","Meas_Offset2_.C","Treatment.x","KEEP","MyTemp","Leaf.age","Treatment.y","Mass","X"
"66","6/21/2020","14p","06-21-2020 wetfert rvt 6800.3.csv",168,"12:22:07",NA,NA,-5.215263186,42.24976685,1508.996385,0.000339757,2.572833782,39.42193169,8.96,NA,0.5,NA,39.54578065,999.9,39.2288,409.9802581,414.5269032,24.94621613,25.24295161,NA,35.55781419,1000.008645,0,NA,101.8229032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.8012248,3.640285764,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.3",171,1592756528,16778,"20200621 12:22:07",1592756519,414.5269032,0.007158639,2,0.007144434,0.004466545,0,39.42193169,7.187744184,7.235635376,4.614910401,-14.98329854,13.3538902,1.628440092,-0.000968245,0,0,2,0,0,1,0,51698.72543,0,0.49,0.39,"0: Broadleaf",1592756519,0.099955158,999.9,10003.80677,0,0.00191117,1592756198,"12:16:37",30,-1.843,0.15,410,25,0.24,0.17,4.552096585,0.033177491,0.035380567,1,0.300629537,-0.159197519,0.01957024,0,1,2,"2-Jan",100,100,-1.843,0.15,2,1040.69,632.847,41.9949,39.4221,30,39.1756,30.6949,30.4234,0,410,25,98.707,98.8618,0,0,"p","Y",40,"new","p",0.216,""
"67","6/21/2020","14p","06-21-2020 wetfert rvt 6800.1.csv",106,"9:14:56",NA,NA,-1.958912312,41.94796131,772.0513877,0.000143641,1.993290839,27.58306452,8.96,NA,0.5,NA,27.56983871,27.58306452,32.1329,409.9931935,411.6953871,19.43683226,19.56301613,NA,53.86236937,1000.003419,0.001600909,NA,101.7672581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.66491284,1.87529764,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.1",109,1592748896,9545.9,"20200621 09:14:56",1592748887,411.6953871,0.008331994,2.794741643,0.008318218,0.005200122,0.000305934,27.53082783,3.703574826,3.700711392,1.710283987,-6.33455667,-1.992733732,-0.154768892,-8.48175336,-0.001223909,0.023638772,2.68119565,43,4,1,0,53716.37466,0.000784445,0.49,0.39,"0: Broadleaf",1592748887,0.123515129,27.73190323,10001.30968,0.001600909,0.282605,1592748846,"9:14:06",19,-1.925,0.065,410,19,0.2,0.15,1.698992143,0.080058572,0.017248333,1,0.124323405,0.040145677,0.004253488,1,2,2,"2-Feb",100,100,-1.925,0.065,2,1039.05,740.55,26.9997,32.1741,30.0001,32.0832,30.1945,34.3432,0,410,19.5,98.2343,105.638,NA,NA,"p","Y",27,"new","p",0.216,""
"68","6/21/2020","14p","06-21-2020 wetfert rvt 6400.a.csv",101,"10:52:31",13632.00001,1,-3.804887204,0.006308477,1343.407393,0.177170601,2.738646863,34.63579556,8.96,2,0.5,3.6,35.08490372,34.65558243,35.07514572,409.8551025,416.5384521,27.24335098,27.55196571,48.73042297,49.28237152,500.206604,0.122775361,0.12923722,101.5099716,1.703072786,-0.355667233,0.02314925,0.001837606,0.024444507,0.001428112,1,0,2,0,1,0.189999998,111115,0.558266297,0.000177171,307.8055824,308.2349037,0.024555071,-0.019786869,5.53544612,54.53105771,26.979092,34.65558243,5.541530427,0.006297441,2.796799258,2.744731169,0.003936891,136.3692463,3.225170176,48.49810277,417.9652849,-0.004414955,"Unit=PSC-4903","LightSource=Sun+Sky10.18999999761581421","A/D AvgTime=4","A/D AvgTime=4","c(""OPEN 6.3.4"", ""Sun Jun 21 2020 07:05:51"")1:2","Jun 21 2020","10:52:31",10,52,31,39151,"10:52:31","CO2 Mixer: CO2R -> 410 uml","Coolers: Tblock -> 35.00 C","Flow: Fixed -> 500 umol/s",NA,"Launched AutoProg /User/Configs/AutoProgs/AutoLog2","Flow: Fixed -> 500 umol/s","6400.a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p","Y",35,"new","p",0.216,""
"69","6/21/2020","14p","06-21-2020 wetfert rvt 6400.a.csv",37,"8:50:05",6285.500014,1,-1.051773859,0.050475556,439.6048385,0.415371521,0.830716576,19.89330249,8.96,2,0.5,3.6,20.23106956,20.02900505,20.07337952,409.958252,411.5355225,14.05451775,14.78730679,59.90554047,63.0377388,500.3751831,0.078818396,0.08296673,101.4678726,-1.514925003,0.014497203,0.021776086,0.005164852,0.014841098,0.005565163,0.666666687,0,2,0,1,0.189999998,111115,0.558454443,0.000415372,293.1790051,293.3810696,0.015763679,-0.135702557,2.331153137,22.97429794,8.186991157,20.02900505,2.350831287,0.049777625,1.500436561,0.850394726,0.031172976,44.60576776,1.068206302,64.18100843,411.9299377,-0.001638723,"Unit=PSC-4903","LightSource=Sun+Sky10.18999999761581421","A/D AvgTime=4","A/D AvgTime=4","c(""OPEN 6.3.4"", ""Sun Jun 21 2020 07:05:51"")1:2","Jun 21 2020","8:50:05",8,50,5,31805,"8:50:05","CO2 Mixer: CO2R -> 410 uml","Coolers: Tblock -> 20.00 C","Flow: Fixed -> 500 umol/s",NA,"Launched AutoProg /User/Configs/AutoProgs/AutoLog2","CO2 Mixer: CO2R -> 410 uml","6400.a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p","Y",20,"new","p",0.216,""
"70","6/21/2020","14p","06-21-2020 wetfert rvt 6800.3.csv",164,"12:21:47",NA,NA,-5.204256888,42.24844028,1446.510974,0.000358862,2.573797627,39.42062961,8.96,NA,0.5,NA,39.55144194,999.9,39.2392,409.9805484,414.5102581,24.93876774,25.2521871,NA,35.56034367,1000.005,0,NA,101.8237419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.4338241,3.489686795,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.3",167,1592756508,16758,"20200621 12:21:47",1592756500,414.5102581,0.00756448,2,0.007548622,0.00471931,0,39.42062961,7.187242148,7.237831138,4.613444521,-15.82582264,14.10470788,1.720034551,-0.001080207,0,0,2,0,0,1,0,51685.03574,0,0.49,0.39,"0: Broadleaf",1592756500,0.100008942,999.9,10001.14774,0,0.00191117,1592756198,"12:16:37",30,-1.843,0.15,410,25,0.24,0.17,4.531893415,0.035153728,0.02603692,1,0.312702268,0.007494125,0.001561536,1,2,2,"2-Feb",100,100,-1.843,0.15,2,1039.59,632.926,41.9942,39.4268,30,39.187,30.6914,30.701,0,410,25,98.7046,98.8614,0,0,"p","Y",40,"new","p",0.216,""
"71","6/21/2020","14p","06-21-2020 wetfert rvt 6400.a.csv",97,"10:52:11",13611.50001,1,-3.856290145,0.006230223,1368.200319,0.175519729,2.7469449,34.67001236,8.96,2,0.5,3.6,35.10451508,34.69070053,35.10093307,409.8997192,416.6756287,27.26841164,27.57411194,48.72562027,49.27114487,500.2586365,0.185222715,0.194971278,101.5092087,1.703072786,-0.355667233,0.02314925,0.001837606,0.024444507,0.001428112,1,0,2,0,1,0.189999998,111115,0.558324369,0.00017552,307.8407005,308.2545151,0.037044542,-0.020688167,5.545971183,54.63515335,27.06104141,34.69070053,5.552343282,0.00621946,2.799026283,2.753316999,0.003888128,138.8849317,3.283610139,48.43557598,418.1217375,-0.004467159,"Unit=PSC-4903","LightSource=Sun+Sky10.18999999761581421","A/D AvgTime=4","A/D AvgTime=4","c(""OPEN 6.3.4"", ""Sun Jun 21 2020 07:05:51"")1:2","Jun 21 2020","10:52:11",10,52,11,39131,"10:52:11","CO2 Mixer: CO2R -> 410 uml","Coolers: Tblock -> 35.00 C","Flow: Fixed -> 500 umol/s",NA,"Launched AutoProg /User/Configs/AutoProgs/AutoLog2","Coolers: Tblock -> 35.00 C","6400.a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p","Y",35,"new","p",0.216,""
"72","6/21/2020","14p","06-21-2020 wetfert rvt 6800.1.csv",103,"9:14:41",NA,NA,-1.953753789,41.94738602,824.6787622,0.00012554,1.993140909,27.58563871,8.96,NA,0.5,NA,27.57347742,27.58563871,32.1329,409.984,411.6882581,19.45119032,19.56147419,NA,53.84685808,999.9982258,-0.031023914,NA,101.7675806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.02745937,2.003163185,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.1",106,1592748881,9530.9,"20200621 09:14:41",1592748873,411.6882581,0.007277532,2.795927488,0.007267024,0.004542833,-0.00592867,27.53935776,3.704132373,3.701498993,1.710991463,-5.536323289,-1.833120455,-0.142316296,-7.51768871,-0.001224716,0.02365435,2.68230667,43,4,1,0,53749.67825,-0.015201718,0.49,0.39,"0: Broadleaf",1592748873,0.123559548,27.7323129,10007.86871,-0.031023914,0.282605,1592748846,"9:14:06",19,-1.925,0.065,410,19,0.2,0.15,1.712897619,-0.206385803,0.024256677,0,0.109103181,0.063747584,0.009371841,1,1,2,"2-Jan",100,100,-1.925,0.065,2,1039.3,740.48,26.9997,32.1769,30,32.0832,30.1941,34.3432,0,410,19.5,98.2347,105.637,NA,NA,"p","Y",27,"new","p",0.216,""
"73","6/21/2020","14p","06-21-2020 wetfert rvt 6800.1.csv",20,"6:58:20",NA,NA,-0.561831312,41.74043919,422.5559231,0.000338942,1.146072061,15.45394839,8.96,NA,0.5,NA,15.49188065,15.45394839,21.1166,409.9961935,410.3749677,10.96744194,11.2677129,NA,64.88473545,999.9974194,0.079408506,NA,101.6129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.97939981,1.029682501,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.1",23,1592740700,1350.1,"20200621 06:58:20",1592740692,410.3749677,0.05578193,2.788828012,0.055169418,0.034535357,0.015174966,15.39895988,1.762028404,1.766320003,0.615956342,-14.94734596,5.703164153,0.3923923,-8.836614539,-0.001219892,0.023561185,2.675654702,39,4,1,0,55785.58334,0.038910168,0.49,0.39,"0: Broadleaf",1592740692,0.1000239,15.66977419,9983.625806,0.079408506,0.282605,1592740649,"6:57:28",5,-0.59,-0.138,410,11,0.45,0.22,0.380333214,0.015703119,0.019123496,1,0.301080214,-0.018798204,0.002136228,1,2,2,"2-Feb",100,100,-0.59,-0.138,2,1043.38,329.52,15.0023,20.9428,30,21.0735,24.8453,29.2688,0,410,11,99.322,107.369,NA,NA,"p","Y",15,"new","p",0.216,""
"74","6/21/2020","14p","06-21-2020 wetfert rvt 6800.1.csv",23,"6:58:35",NA,NA,-0.564159957,41.7410979,422.9417301,0.000334073,1.146156238,15.48589355,8.96,NA,0.5,NA,15.52488387,15.48589355,21.113,410.0022581,410.3849032,10.97268065,11.26863548,NA,64.75234331,1000.005,0.065742516,NA,101.6120968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.01827876,1.030597682,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.1",26,1592740716,1365.5,"20200621 06:58:35",1592740707,410.3849032,0.054653148,2.791571806,0.054065605,0.033843265,0.012563395,15.43336935,1.765642022,1.770061406,0.619485784,-14.73261654,5.868013106,0.403473736,-8.4485663,-0.001221755,0.023597164,2.678225675,40,4,1,0,55860.89569,0.032213833,0.49,0.39,"0: Broadleaf",1592740707,0.099972981,15.70755161,9998.950645,0.065742516,0.282605,1592740649,"6:57:28",5,-0.59,-0.138,410,11,0.45,0.22,0.385278619,-0.027295096,0.013915804,1,0.296371857,-0.013286549,0.001390091,1,2,2,"2-Feb",100,100,-0.59,-0.138,2,1043,329.727,15.0024,20.9421,30,21.0697,24.8465,29.2688,0,410,11,99.3222,107.369,NA,NA,"p","Y",15,"new","p",0.216,""
"75","6/21/2020","14p","06-21-2020 wetfert rvt 6800.3.csv",165,"12:21:52",NA,NA,-5.222397768,42.25050119,1451.525899,0.000358411,2.573395797,39.41901966,8.96,NA,0.5,NA,39.54966774,999.9,39.2374,409.9852258,414.5313871,24.93527097,25.2483,NA,35.55817283,999.9969355,0,NA,101.8235484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.9446397,3.50160674,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.3",168,1592756513,16763,"20200621 12:21:52",1592756504,414.5313871,0.00755533,2,0.00753951,0.004713612,0,39.41901966,7.186621447,7.237142945,4.61322565,-15.80592316,14.08699863,1.717847045,-0.001077484,0,0,2,0,0,1,0,51631.76358,0,0.49,0.39,"0: Broadleaf",1592756504,0.09997901,999.9,9990.362258,0,0.00191117,1592756198,"12:16:37",30,-1.843,0.15,410,25,0.24,0.17,4.534900976,0.200337282,0.026374647,0,0.313253659,-0.004916111,0.000911074,1,1,2,"2-Jan",100,100,-1.843,0.15,2,1040.79,632.841,41.994,39.4268,30,39.1841,30.6919,30.701,0,410,25,98.7054,98.8605,0,0,"p","Y",40,"new","p",0.216,""
"76","6/21/2020","14p","06-21-2020 wetfert rvt 6800.3.csv",167,"12:22:02",NA,NA,-5.224596409,42.25128016,1463.330168,0.000354687,2.572659155,39.41869285,8.96,NA,0.5,NA,39.54798387,999.9,39.2314,409.9911613,414.5406452,24.93139355,25.24117097,NA,35.55120248,1000.002968,0,NA,101.823129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.1471913,3.530004079,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.3",170,1592756523,16773,"20200621 12:22:02",1592756514,414.5406452,0.007475687,2,0.007460198,0.004664013,0,39.41869285,7.186495452,7.23648984,4.613836297,-15.64171788,13.9406755,1.699987178,-0.001055209,0,0,2,0,0,1,0,51663.40144,0,0.49,0.39,"0: Broadleaf",1592756514,0.100001184,999.9,9996.730645,0,0.00191117,1592756198,"12:16:37",30,-1.843,0.15,410,25,0.24,0.17,4.546313171,0.028446063,0.028263403,1,0.31154278,-0.026622648,0.0064129,1,2,2,"2-Feb",100,100,-1.843,0.15,2,1041.02,633.004,41.9948,39.4229,30,39.1785,30.6953,30.4234,0,410,25,98.7078,98.861,0,0,"p","Y",40,"new","p",0.216,""
"77","6/21/2020","14p","06-21-2020 wetfert rvt 6800.1.csv",22,"6:58:30",NA,NA,-0.566899844,41.74143519,422.9295852,0.000335491,1.146099659,15.47554516,8.96,NA,0.5,NA,15.51320323,15.47554516,21.1142,410.000871,410.3854516,10.97079032,11.26800323,NA,64.79765075,999.9994516,0.079243484,NA,101.6127097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.01733358,1.030566711,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.1",25,1592740710,1360,"20200621 06:58:30",1592740702,410.3854516,0.054988844,2.789550661,0.054393677,0.034048985,0.01514343,15.42125295,1.764470707,1.768736437,0.618371047,-14.79515137,5.663405934,0.389642834,-8.726959174,-0.001220383,0.023570658,2.67633185,40,4,1,0,55802.97387,0.038829307,0.49,0.39,"0: Broadleaf",1592740702,0.100046035,15.69538387,9987.65871,0.079243484,0.282605,1592740649,"6:57:28",5,-0.59,-0.138,410,11,0.45,0.22,0.377076619,0.051904557,0.018965207,1,0.298102143,-0.01972557,0.002145528,1,2,2,"2-Feb",100,100,-0.59,-0.138,2,1042.5,329.574,15.0024,20.9421,30,21.0704,24.8458,29.2688,0,410,11,99.3229,107.37,NA,NA,"p","Y",15,"new","p",0.216,""
"78","6/21/2020","14p","06-21-2020 wetfert rvt 6800.1.csv",19,"6:58:15",NA,NA,-0.557269794,41.74003803,422.3150643,0.000340636,1.1460736,15.44184839,8.96,NA,0.5,NA,15.48115484,15.44184839,21.1177,409.9979355,410.372,10.96598387,11.26775484,NA,64.92946477,999.9991613,0.079081465,NA,101.6127419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.95479917,1.02910302,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.1",22,1592740695,1345,"20200621 06:58:15",1592740687,410.372,0.056189762,2.79115454,0.055568826,0.034785733,0.015112468,15.38784102,1.760661356,1.765105571,0.614587756,-15.02204205,5.914706054,0.406559462,-8.685664064,-0.001221472,0.02359169,2.677834702,40,4,1,0,55856.94683,0.038749918,0.49,0.39,"0: Broadleaf",1592740687,0.09994321,15.65645161,9996.567742,0.079081465,0.282605,1592740649,"6:57:28",5,-0.59,-0.138,410,11,0.45,0.22,0.383097262,-0.172765477,0.0217588,0,0.302758762,-0.015149358,0.001771339,1,1,2,"2-Jan",100,100,-0.59,-0.138,2,1043.05,329.562,15.0022,20.9439,30.0001,21.0748,24.8454,29.2688,0,410,11,99.3227,107.37,NA,NA,"p","Y",15,"new","p",0.216,""
"79","6/21/2020","14p","06-21-2020 wetfert rvt 6800.3.csv",166,"12:21:57",NA,NA,-5.213441741,42.25076188,1448.198941,0.00035892,2.573012071,39.41815654,8.96,NA,0.5,NA,39.54899032,999.9,39.2352,409.9977097,414.5356452,24.93116452,25.24463871,NA,35.55416148,999.9992903,0,NA,101.823129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.604939,3.493545025,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.3",169,1592756518,16768,"20200621 12:21:57",1592756509,414.5356452,0.007565998,2,0.007550133,0.004720256,0,39.41815654,7.186288697,7.236880196,4.613276626,-15.82837872,14.10702208,1.720276095,-0.001080545,0,0,2,0,0,1,0,51672.74462,0,0.49,0.39,"0: Broadleaf",1592756509,0.099980287,999.9,9998.649032,0,0.00191117,1592756198,"12:16:37",30,-1.843,0.15,410,25,0.24,0.17,4.541179268,-0.045676725,0.023295744,1,0.313397805,0.003549847,0.001123787,1,2,2,"2-Feb",100,100,-1.843,0.15,2,1040.41,632.708,41.9939,39.4259,30.0001,39.1804,30.6914,30.701,0,410,25,98.7075,98.8623,0,0,"p","Y",40,"new","p",0.216,""
"80","6/21/2020","14p","06-21-2020 wetfert rvt 6800.1.csv",101,"9:14:31",NA,NA,-1.988208928,41.94963664,830.0571126,0.000126321,1.992034608,27.59105161,8.96,NA,0.5,NA,27.57744839,27.59105161,32.1329,409.9732581,411.7080968,19.43953871,19.55050968,NA,53.80447387,999.9987742,0.001888494,NA,101.7682258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.57592779,2.016130164,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 21 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6800.1",104,1592748871,9520.9,"20200621 09:14:31",1592748863,411.7080968,0.007313148,2.795017662,0.007302534,0.004565036,0.000360891,27.5431452,3.705304997,3.702358678,1.713270389,-5.570756757,-2.049801974,-0.159197858,-7.779395699,-0.001224097,0.023642398,2.681454255,43,4,1,0,53722.93639,0.000925362,0.49,0.39,"0: Broadleaf",1592748863,0.123471161,27.7381,10002.74839,0.001888494,0.282605,1592748846,"9:14:06",19,-1.925,0.065,410,19,0.2,0.15,1.72550119,0.096125922,0.048970245,1,0.115503705,-0.113550029,0.015261328,0,1,2,"2-Jan",100,100,-1.925,0.065,2,1039.85,740.295,26.9996,32.1769,30.0001,32.0853,30.1932,34.3432,0,410,19.5,98.2318,105.637,NA,NA,"p","Y",27,"new","p",0.216,""
"81","6/21/2020","14p","06-21-2020 wetfert rvt 6400.a.csv",99,"10:52:21",13622.00001,1,-3.872823097,0.006310035,1360.046671,0.177458824,2.74233534,34.65175059,8.96,2,0.5,3.6,35.0975914,34.67201614,35.07375336,409.7904053,416.5949097,27.25489807,27.56399727,48.71641159,49.26831055,500.2288818,0.130052507,0.136897385,101.509819,1.703072786,-0.355667233,0.02314925,0.001837606,0.024444507,0.001428112,1,0,2,0,1,0.189999998,111115,0.55829116,0.000177459,307.8220161,308.2475914,0.026010503,-0.020265549,5.540351714,54.57946598,27.01546871,34.67201614,5.546588083,0.006298994,2.798016375,2.748571708,0.003937862,138.0580915,3.264674243,48.47279997,418.0472183,-0.004490559,"Unit=PSC-4903","LightSource=Sun+Sky10.18999999761581421","A/D AvgTime=4","A/D AvgTime=4","c(""OPEN 6.3.4"", ""Sun Jun 21 2020 07:05:51"")1:2","Jun 21 2020","10:52:21",10,52,21,39141,"10:52:21","CO2 Mixer: CO2R -> 410 uml","Coolers: Tblock -> 35.00 C","Flow: Fixed -> 500 umol/s",NA,"Launched AutoProg /User/Configs/AutoProgs/AutoLog2","CO2 Mixer: CO2R -> 410 uml","6400.a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p","Y",35,"new","p",0.216,""
