FileName,Sys_time_s,Sys_elapsed_s,Sys_date_NA,HHMMSS_in,GasEx_TIME_s,Trmmol_out,Photo_out,GasEx_Ca_µmol.mol.U.207B.¹,Ci_out,Ci_Pa_out,Cond_out,GasEx_gsw_mol.m.U.207B.².s.U.207B.¹,GasEx_gbw_mol.m.U.207B.².s.U.207B.¹,GasEx_gtw_mol.m.U.207B.².s.U.207B.¹,GasEx_gtc_mol.m.U.207B.².s.U.207B.¹,GasEx_Rabs_W.m.U.207B.²,GasEx_TleafEB_.C,CTleaf_out,GasEx_SVPleaf_kPa,RH_S_in,VpdL_out,GasEx_SVPcham_kPa,GasEx_VPDleaf_kPa,GasEx_LatHFlux_W.m.U.207B.²,GasEx_SenHFlux_W.m.U.207B.²,GasEx_NetTherm_W.m.U.207B.²,GasEx_EBSum_W.m.U.207B.²,GasEx_blfa_1_NA,GasEx_blfa_2_NA,GasEx_blfa_3_NA,Leak_Leak_µmol.s.U.207B.¹,Leak_LeakPct_.,Leak_CorrFact_NA,Leak_CorrFactPct_.,Leak_Fan_µmol.s.U.207B.¹,PARi_in,LeafQ_Qabs_µmol.m.U.207B.².s.U.207B.¹,LeafQ_alpha_NA,LeafQ_convert_J.µmol,Area_in,StmRat_in,Const_Geometry_NA,Meas_TIME_s,CO2S_in,CO2R_in,H2OS_in,H2OR_in,Flow_in,Press_in,Meas_.U.0394.Pcham_kPa,Tair_in,Tleaf_in,Meas_Tleaf2_.C,Meas_Fan_speed_rpm,Meas_Qamb_in_µmol.m.U.207B.².s.U.207B.¹,Meas_Qamb_out_µmol.m.U.207B.².s.U.207B.¹,HeadLS_Q_µmol.m.U.207B.².s.U.207B.¹,HeadLS_f_red_NA,HeadLS_f_blue_NA,HeadLS_Tled_.C,HeadLS_Pc_NA,Match_time_secs,Match_hhmmss_NA,Match_count_NA,Match_co2_adj_µmol.mol,Match_h2o_adj_mmol.mol,Match_co2_at_µmol.mol,Match_h2o_at_mmol.mol,Match_co2_cv_.,Match_h2o_cv_.,Stability_.U.0394.CO2.MN_µmol.mol.U.207B.¹,Stability_.U.0394.CO2.SLP_µmol.mol.U.207B.¹.min.U.207B.¹,Stability_.U.0394.CO2.SD_µmol.mol.U.207B.¹,Stability_.U.0394.CO2.OK_NA,Stability_.U.0394.H2O.MN_mmol.mol.U.207B.¹,Stability_.U.0394.H2O.SLP_mmol.mol.U.207B.¹.min.U.207B.¹,Stability_.U.0394.H2O.SD_mmol.mol.U.207B.¹,Stability_.U.0394.H2O.OK_NA,Stability_Stable_NA,Stability_Total_NA,Status_MatchValveR_.,Status_MatchValveS_.,Status_MatchCO2_µmol.mol,Status_MatchH2O_mmol.mol,Status_DIAG_NA,Status_Flow_s_µmol.s.U.207B.¹,Status_Flow_r_µmol.s.U.207B.¹,TBlk_in,Status_Tirga_.C,Status_Tchopper_.C,Status_Ts_.C,Status_Tr_.C,Status_CO2_._.,Status_Desiccant_._.,Status_Humidifier_._.,Status_Txchg_sp_.C,Status_CO2_r_sp_µmol.mol.U.207B.¹,Status_H2O_r_sp_mmol.mol.U.207B.¹,Status_SS_s_.,Status_SS_r_.,UserIDs_in,Date,LicorModel,IDs,Treatment,Meas_Offset_.C,Meas_Offset2_.C,KEEP
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595005071,12607,20200717 12:57:51,12:57:51,1595005063,0.001193319,18.91838838,1475.229355,1022.034887,104.6423485,151.0432435,0.072992683,2.656055634,0.071896326,0.045032335,87.12282288,31.78197745,32.41224516,4.887639808,69.90631806,3.255836755,4.657428464,1.631803053,-52.62538398,-122.044549,-10.41917614,-97.96628623,0.020095784,-0.450661687,4.859054356,0,0,1,0,53271.5522,455.9017419,223.3918535,0.49,0.39,7.2,0.5,0: Broadleaf,1595005063,1475.229355,1500.043548,31.79954194,30.41311613,600.0090968,102.2862581,0.100020377,31.55993871,32.41224516,999.9,9999.072581,455.9017419,14.44371613,1499.998065,0.900000968,0.0999991,37,30509.72258,1595005107,12:58:27,92,-3.298,0.224,1500,30,0.32,0.1,-24.7417878,0.091810453,0.169559546,1,1.385102439,-0.034113031,0.003570756,1,2,2,100,100,-3.298,0.224,3,644.141,278.426,27.501,38.3867,30.0003,38.0908,38.1295,59.1299,45.7514,0,27.5,1500,30.3687,99.296,98.9942,9c,7/18/2020,6800.3,9c,c,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595005827,13363,20200717 13:10:27,13:10:27,1595005819,0.000433525,1.956306336,297.2705484,172.0506606,17.61243867,30.43091659,0.026425329,2.567313754,0.026275147,0.016435389,86.79683094,31.19160701,31.81229032,4.724584486,69.73778721,3.100126676,4.445404421,1.624457811,-19.11844989,-148.1556929,-12.9945029,-93.47181476,0.020105272,-0.450874473,4.860929886,0,0,1,0,53438.82199,454.195871,222.5559768,0.49,0.39,7.8,0.5,0: Broadleaf,1595005819,297.2705484,299.9812258,30.2842129,29.73770968,600.0126774,102.2678065,0.099941571,30.74187097,31.81229032,999.9,10005.59871,454.195871,6.478904516,1500.004516,0.900000613,0.099999384,35,30509.83548,1595005847,13:10:46,96,-1.97,0.236,300,30,0.34,0.17,-2.815106585,-0.112496446,0.02102293,0,0.524380024,-0.050306488,0.015932221,1,1,2,100,100,-1.97,0.236,3,642.438,278.101,27.4996,37.2263,30,37.0281,37.0589,15.843,42.7165,0,27.5,300,29.8159,99.553,99.232,5n,7/18/2020,6800.3,5n,n,0,0,N
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595005938,13473.5,20200717 13:12:17,13:12:17,1595005930,0.000474837,1.599408206,247.7577742,154.025264,15.76723644,25.36243278,0.029085865,2.566393456,0.028903968,0.018081228,86.94132104,31.18755124,31.82120323,4.726971729,69.92390451,3.109634383,4.447169255,1.617337346,-20.94030085,-148.3743932,-13.01936952,-95.39274257,0.020094262,-0.450627558,4.858753522,0,0,1,0,53409.5337,454.9519677,222.9264642,0.49,0.39,7.8,0.5,0: Broadleaf,1595005930,247.7577742,249.9899032,30.37705806,29.77853226,600.0106129,102.2678387,0.100019842,30.74881935,31.82120323,999.9,10000.11613,454.9519677,4.980729677,1500.000645,0.900001065,0.099998952,35,30509.76774,1595005961,13:12:41,97,-1.784,0.232,250,30,0.48,0.13,-2.407452195,-0.124080209,0.028370432,0,0.601633634,0.021428864,0.002779761,1,1,2,100,100,-1.784,0.232,3,642.482,277.807,27.4991,37.1935,29.9998,36.9753,37.0045,13.7036,42.9161,0,27.5,250,29.8551,99.5589,99.234,5n,7/18/2020,6800.3,5n,n,0,0,N
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595006046,13582,20200717 13:14:06,13:14:06,1595006038,0.00045677,1.215844571,198.2862903,125.5592989,12.85382653,20.29907463,0.028525805,2.566536235,0.028350832,0.017734901,87.17632472,31.08036267,31.70739677,4.696568436,70.39167665,3.110097777,4.418274893,1.58647066,-20.14354627,-148.4183555,-13.00787979,-94.39345688,0.02009597,-0.450665861,4.859091151,0,0,1,0,53434.05623,456.1817097,223.5290377,0.49,0.39,7.8,0.5,0: Broadleaf,1595006038,198.2862903,199.9846129,30.38019032,29.80443548,600.0063226,102.2726452,0.099912206,30.63475484,31.70739677,999.9,10000.49613,456.1817097,8.847023226,1500.006129,0.900000258,0.099999677,34,30509.86129,1595006067,13:14:27,98,-1.901,0.234,200,30,0.3,0.2,-1.574031951,-0.098212474,0.02664326,1,0.569694927,0.07550607,0.007704201,1,2,2,100,100,-1.901,0.234,3,642.801,278.697,27.4988,37.0794,29.9995,36.8611,36.8866,11.5282,42.4962,0,27.5,200,29.7063,99.5898,99.2605,5n,7/18/2020,6800.3,5n,n,0,0,N
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595006153,13689,20200717 13:15:53,13:15:53,1595006145,0.00053753,0.729779499,148.953,110.4916034,11.31111005,15.24843267,0.033465949,2.56595317,0.033225346,0.020787314,87.22726828,31.00622453,31.65883548,4.683647247,70.14853422,3.090346222,4.405432353,1.593301025,-23.70507156,-148.7090574,-13.02992613,-98.21678679,0.020088995,-0.450509452,4.857712424,0,0,1,0,53425.18438,456.4482903,223.6596623,0.49,0.39,7.8,0.5,0: Broadleaf,1595006145,148.953,150.0057742,30.18778065,29.51010323,600.0147419,102.2707097,0.100056094,30.58384839,31.65883548,999.9,9997.214516,456.4482903,4.653313226,1500.003226,0.900000097,0.099999852,34,30509.80645,1595006175,13:16:14,99,-1.735,0.23,150,29,0.36,0.16,-1.209149024,-0.092431986,0.030767677,1,0.682553537,-0.004389889,0.002659729,1,2,2,100,100,-1.735,0.23,3,642.67,278.997,27.4996,36.9624,29.9996,36.7539,36.7803,9.30003,42.7399,0,27.5,150,29.4994,99.6177,99.2827,5n,7/18/2020,6800.3,5n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595006257,13793.1,20200717 13:17:37,13:17:37,1595006249,0.000534807,0.13130148,99.75625806,91.06672433,9.322032233,10.21153511,0.033782133,2.566318839,0.033537015,0.020982509,87.28083176,30.8901468,31.53720323,4.651419099,70.39972237,3.080681275,4.375984977,1.570737825,-23.58499171,-148.1192544,-12.96111695,-97.38453131,0.020093369,-0.450607541,4.858577078,0,0,1,0,53456.85845,456.7285806,223.7970045,0.49,0.39,7.8,0.5,0: Broadleaf,1595006249,99.75625806,99.99630323,30.09510645,29.4207871,600.0055484,102.2649355,0.099921723,30.46663226,31.53720323,999.9,9999.955806,456.7285806,4.161535484,1500.006452,0.899999839,0.100000106,34,30509.87419,1595006277,13:17:57,100,-1.826,0.232,100,29,0.33,0.19,-0.148653559,-0.020165107,0.024698146,1,0.667229146,0.099644488,0.010620252,1,2,2,100,100,-1.826,0.232,3,642.653,279.668,27.4985,36.8251,29.9995,36.6219,36.6443,7.06621,42.1943,0,27.5,100,29.386,99.6556,99.3102,5n,7/18/2020,6800.3,5n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595006368,13904.1,20200717 13:19:28,13:19:28,1595006360,0.00060947,-0.550280817,50.67299677,72.14483906,7.38463555,5.186810564,0.038488344,2.566926415,0.038170595,0.023884952,87.2229223,30.81559168,31.47429355,4.634826207,70.18032242,3.061914706,4.36292482,1.572911501,-26.87763407,-146.6731222,-12.8242481,-99.15208202,0.020100638,-0.450770543,4.86001385,0,0,1,0,53484.46948,456.4255484,223.6485187,0.49,0.39,7.8,0.5,0: Broadleaf,1595006360,50.67299677,49.99778387,29.91364194,29.14503548,600.003,102.2585806,0.0998922,30.41442581,31.47429355,999.9,10004.19484,456.4255484,10.82450645,1499.998065,0.900000645,0.099999194,34,30509.73226,1595006388,13:19:48,101,-1.745,0.221,50,29,0.15,0.17,0.586453585,0.23722039,0.038267262,0,0.772373561,0.140589094,0.013988894,0,0,2,100,100,-1.745,0.221,3,642.949,280.164,27.4996,36.6788,29.9996,36.4781,36.5037,4.86028,42.4692,0,27.5,50,29.0953,99.674,99.3404,5n,7/18/2020,6800.3,5n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595006476,14012.1,20200717 13:21:16,13:21:16,1595006468,0.000729128,-1.371466137,7.99877871,55.6359594,5.694734685,0.818731681,0.0456678,2.56505207,0.04522087,0.028302834,87.17393905,30.83235241,31.51862903,4.646514645,69.88831513,3.058254734,4.375917103,1.588259911,-32.15452645,-145.515041,-12.73833879,-103.2339672,0.020078218,-0.450267777,4.855581914,0,0,1,0,53418.07475,456.1692258,223.5229206,0.49,0.39,7.8,0.5,0: Broadleaf,1595006468,7.99877871,6.223485806,29.87829032,28.95876129,600.0105806,102.2570645,0.100021561,30.46636129,31.51862903,999.9,9993.184839,456.1692258,6.290769355,1499.994839,0.90000029,0.09999971,34,30509.62581,1595006495,13:21:35,102,-1.666,0.213,6,29,0.28,0.06,1.705769268,-0.092146202,0.031122097,1,0.925261756,0.046837108,0.00504199,1,2,2,100,100,-1.666,0.213,3,643.131,280.532,27.5025,36.6279,30.0002,36.426,36.4565,0,42.4868,0,27.5,0,28.9894,99.6829,99.3504,5n,7/18/2020,6800.3,5n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595006586,14122.1,20200717 13:23:06,13:23:06,1595006578,0.000796761,6.299741714,391.6309355,181.4502905,18.57323767,40.0873122,0.050156518,2.565768868,0.04961812,0.031059216,87.16165934,30.86560724,31.55968387,4.657361068,70.0745324,3.075768074,4.389280911,1.581592994,-35.13716224,-143.8645612,-12.5961986,-104.4362627,0.020086791,-0.450460017,4.857276647,0,0,1,0,53430.63118,456.1049677,223.4914342,0.49,0.39,7.8,0.5,0: Broadleaf,1595006578,391.6309355,400.226129,30.04855806,29.04390645,600.0082258,102.2599032,0.100019252,30.51964194,31.55968387,999.9,9997.173871,456.1049677,10.74252903,1499.999677,0.899998677,0.100001194,34,30509.70323,1595006611,13:23:30,103,-2.062,0.235,401,29,0.19,0.06,-8.142714878,-1.099556655,0.112644555,0,0.967273317,0.375623707,0.039517995,0,0,2,100,100,-2.062,0.235,3,642.94,281.762,27.5018,36.6531,30.0004,36.4227,36.4565,20.1745,42.2721,0,27.5,400,28.9544,99.665,99.3359,5n,7/18/2020,6800.3,5n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595006686,14222.1,20200717 13:24:46,13:24:46,1595006678,0.000892975,11.885691,633.8607742,276.4758988,28.30234979,64.88720873,0.055598139,2.566557197,0.054937609,0.034394698,87.14875084,30.96409955,31.66778387,4.686025905,69.78232504,3.085256093,4.421257233,1.600769812,-39.38018505,-141.3052089,-12.38265681,-105.9192999,0.020096221,-0.450671485,4.859140722,0,0,1,0,53432.52563,456.0374194,223.4583355,0.49,0.39,7.8,0.5,0: Broadleaf,1595006678,633.8607742,650.047871,30.13880323,29.01293226,600.0048065,102.2682903,0.099944739,30.64655806,31.66778387,999.9,10001.04677,456.0374194,11.10722258,1499.995806,0.900000226,0.099999881,34,30509.67742,1595006707,13:25:07,104,-2.679,0.232,650,29,0.1,0.08,-15.58433171,0.001273171,0.059259374,1,1.127219024,0.033786272,0.00354969,1,2,2,100,100,-2.679,0.232,3,642.877,282.297,27.5019,36.7712,30.0007,36.5034,36.5437,29.8492,42.1215,0,27.5,650,29.0581,99.6313,99.3084,5n,7/18/2020,6800.3,5n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595006798,14334.1,20200717 13:26:38,13:26:38,1595006790,0.000922166,15.47215202,778.9734516,323.268752,33.09185856,79.7407084,0.056696762,2.567345719,0.056010253,0.035067395,87.05442141,31.13697378,31.84220968,4.732602278,69.65382194,3.111794605,4.467514514,1.620807673,-40.66749871,-140.2739296,-12.31013384,-106.1971407,0.020105655,-0.45088305,4.861005485,0,0,1,0,53424.4872,455.5438065,223.2164652,0.49,0.39,7.8,0.5,0: Broadleaf,1595006790,778.9734516,800.0207097,30.39859355,29.23624194,600.0109677,102.2664516,0.099948977,30.82874839,31.84220968,999.9,10005.92161,455.5438065,11.77292581,1499.994839,0.899999548,0.100000368,35,30509.63226,1595006823,13:27:02,105,-2.803,0.233,800,29,0.15,0.1,-20.90717561,-0.26872892,0.060910838,0,1.167920976,-0.193798537,0.022920538,0,0,2,100,100,-2.803,0.233,3,642.661,282.841,27.5023,37.014,30.0012,36.6923,36.7396,35.3673,41.3555,0,27.5,800,29.2975,99.5599,99.2614,5n,7/18/2020,6800.3,5n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595006903,14439.1,20200717 13:28:23,13:28:23,1595006895,0.001023629,17.76578189,1175.344097,690.2150343,70.6544794,120.3151498,0.062456176,2.567078688,0.061624126,0.038588912,87.1596497,31.27861382,32.01396452,4.778858751,69.69888827,3.144278741,4.511232273,1.634580009,-45.14205806,-140.4075577,-12.34395325,-110.7339193,0.02010246,-0.450811399,4.860373962,0,0,1,0,53386.339,456.0944516,223.4862813,0.49,0.39,7.8,0.5,0: Broadleaf,1595006895,1175.344097,1200.002581,30.71607742,29.42629032,600.0263871,102.2657419,0.10015259,30.99943226,32.01396452,999.9,10004.40097,456.0944516,11.87164194,1499.995806,0.899999484,0.100000503,35,30509.63226,1595006936,13:28:55,106,-3.046,0.233,1200,30,0.14,0.06,-24.40959024,-0.018938676,0.07145542,1,1.29016561,-0.008790314,0.005509465,1,2,2,100,100,-3.046,0.233,3,642.132,283.392,27.5015,37.3238,30.0013,36.9497,36.9998,49.4488,41.0789,0,27.5,1200,29.5712,99.4907,99.1943,5n,7/18/2020,6800.3,5n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595007010,14546.1,20200717 13:30:10,13:30:10,1595007002,0.000903488,18.38612647,1474.390419,907.8009076,92.92599112,150.9242719,0.05552494,2.566392938,0.054866096,0.034349853,87.25478052,31.31838091,32.02403871,4.781584078,70.06175432,3.161343231,4.512223912,1.620240847,-39.84380045,-141.2305563,-12.4204776,-106.2400538,0.020094256,-0.450627419,4.858752296,0,0,1,0,53364.72582,456.5922581,223.7302065,0.49,0.39,7.8,0.5,0: Broadleaf,1595007002,1474.390419,1500.023548,30.88339677,29.74516129,600.0130323,102.2638387,0.10000599,31.0032871,32.02403871,999.9,10000.50419,456.5922581,3.676249355,1499.997419,0.899999452,0.100000542,35,30509.67742,1595007040,13:30:39,107,-3.113,0.231,1500,30,0.12,0.13,-25.54477073,-0.031352613,0.203715515,1,1.140641463,-0.012898328,0.001888681,1,2,2,100,100,-3.113,0.231,3,641.656,284.158,27.4993,37.558,30.0005,37.1523,37.1926,59.4561,40.6328,0,27.5,1500,29.7058,99.4719,99.151,5n,7/18/2020,6800.3,5n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595007657,15192.6,20200717 13:40:56,13:40:56,1595007649,0.000434234,1.659380689,297.9698387,192.033212,19.65626275,30.49979418,0.026794621,2.70611548,0.026648099,0.016668159,87.4556636,31.33266886,31.81472581,4.725236705,69.58002779,3.121221047,4.48580023,1.604015658,-19.14969953,-133.4051461,-11.10939885,-76.20858083,0.020094309,-0.450628624,4.85876292,0,0,1,0,53382.83216,457.6434516,224.2452913,0.49,0.39,6.9,0.5,0: Broadleaf,1595007649,297.9698387,300.026871,30.49298387,30.00885484,600.0152581,102.2585806,0.100081935,30.90031613,31.81472581,999.9,10001.04516,457.6434516,13.15156452,1499.985806,0.9,0.099999945,34,30509.44516,1595007675,13:41:15,109,-1.967,0.261,300,30,0.2,0.18,-2.192475122,0.252123763,0.035493589,0,0.462726463,0.098741561,0.009867154,1,1,2,100,100,-1.967,0.261,3,643.778,293.621,28.502,36.2643,30.0003,36.1173,36.1509,15.9207,36.6838,0,28.5,300,30.1397,99.7503,99.4277,1n,7/18/2020,6800.3,1n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595007767,15302.5,20200717 13:42:46,13:42:46,1595007759,0.000293976,1.013866412,248.7205484,152.4915478,15.6084138,25.4580224,0.017894228,2.705209116,0.017828729,0.011148821,87.46593369,31.57862156,32.03393871,4.784263599,69.66422205,3.162038083,4.538969918,1.622225516,-12.96436163,-135.1905618,-11.28550715,-71.97449687,0.020084301,-0.450404173,4.856784353,0,0,1,0,53321.01386,457.6971935,224.2716248,0.49,0.39,6.9,0.5,0: Broadleaf,1595007759,248.7205484,249.9705806,30.89257419,30.56494516,599.9999032,102.2560323,0.099895187,31.10698065,32.03393871,999.9,9996.312903,457.6971935,9.668995806,1499.995161,0.899999645,0.100000384,35,30509.62258,1595007785,13:43:05,110,-1.773,0.268,250,31,0.34,0.14,-1.446446341,-0.014099791,0.032296716,1,0.339801098,-0.399063136,0.048748284,0,1,2,100,100,-1.773,0.268,3,643.197,294.091,28.5004,36.34,30.0006,36.1507,36.1876,13.776,35.6415,0,28.5,250,30.518,99.7262,99.4006,1n,7/18/2020,6800.3,1n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595007864,15399.5,20200717 13:44:23,13:44:23,1595007856,0.000411663,0.639095532,199.167,153.5237956,15.71357528,20.38528058,0.025057796,2.706345641,0.024929615,0.015592471,87.51690807,31.60551468,32.08309677,4.797588027,69.67422503,3.173249401,4.554409324,1.624338626,-18.15432283,-133.7214799,-11.16416058,-75.52305525,0.020096851,-0.450685629,4.85926539,0,0,1,0,53342.4434,457.9639355,224.4023284,0.49,0.39,6.9,0.5,0: Broadleaf,1595007856,199.167,199.9962258,31.00308387,30.54436129,600.016,102.2526774,0.100024465,31.16659677,32.08309677,999.9,10002.88774,457.9639355,9.715476129,1499.997097,0.900000548,0.099999584,35,30509.70323,1595007883,13:44:43,111,-1.888,0.263,200,31,0.42,0.11,-0.708103439,-0.059781115,0.024265715,1,0.468955634,-0.091563324,0.010289584,1,2,2,100,100,-1.888,0.263,3,643.006,293.723,28.4994,36.3928,30.0001,36.1673,36.201,11.5838,35.6359,0,28.5,200,30.6571,99.7167,99.3849,1n,7/18/2020,6800.3,1n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595007974,15510,20200717 13:46:14,13:46:14,1595007966,0.000434999,0.210146133,149.7012903,133.3699935,13.65081627,15.32237316,0.026745304,2.706094858,0.026599317,0.016637623,87.49345825,31.61769786,32.09197419,4.799997717,69.99964315,3.191487417,4.559290981,1.6085103,-19.18344519,-132.2595911,-11.04463873,-74.9942168,0.020094082,-0.450623517,4.858717901,0,0,1,0,53332.09899,457.8412258,224.3422006,0.49,0.39,6.9,0.5,0: Broadleaf,1595007966,149.7012903,150.0178387,31.1811871,30.69654839,600.0142581,102.2529032,0.100076697,31.18540968,32.09197419,999.9,10001.4871,457.8412258,13.39514355,1500.004516,0.900000355,0.099999694,35,30509.83548,1595007996,13:46:36,112,-1.764,0.264,150,31,0.28,0.3,-0.444082512,0.160345087,0.039425463,0,0.470604268,0.171985944,0.024612634,0,0,2,100,100,-1.764,0.264,3,642.847,293.722,28.4995,36.3935,29.9999,36.1491,36.1787,9.34745,35.5429,0,28.5,150,30.7236,99.7202,99.3889,1n,7/18/2020,6800.3,1n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595008074,15609.5,20200717 13:47:53,13:47:53,1595008066,0.000435704,-0.242279857,100.2387419,112.1159579,11.47522302,10.25957358,0.026529023,2.705869001,0.026385369,0.016503697,87.46844265,31.6778337,32.15375161,4.816795794,69.78753834,3.192790221,4.57501482,1.624005573,-19.21453956,-132.4381949,-11.06713601,-75.25142781,0.020091587,-0.450567581,4.858224841,0,0,1,0,53315.1139,457.7103226,224.2780581,0.49,0.39,6.9,0.5,0: Broadleaf,1595008066,100.2387419,100.0103548,31.19440323,30.70899355,600.0240968,102.2512258,0.100154287,31.2458871,32.15375161,999.9,10000.40968,457.7103226,4.787654194,1499.998065,0.899999645,0.100000232,35,30509.69032,1595008094,13:48:14,113,-1.882,0.266,100,31,0.21,0.22,0.353674366,-0.088352362,0.014793718,1,0.482958049,0.008717624,0.001457141,1,2,2,100,100,-1.882,0.266,3,642.718,293.327,28.4984,36.4165,30,36.162,36.1943,7.10504,35.1423,0,28.5,100,30.7849,99.7164,99.3857,1n,7/18/2020,6800.3,1n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595008166,15701.5,20200717 13:49:25,13:49:25,1595008158,0.000428631,-0.748725093,50.82293548,94.48269499,9.670175665,5.201658504,0.026419394,2.706078078,0.026276932,0.016435818,87.37127138,31.6515548,32.10449355,4.803397765,70.03655875,3.199150178,4.567828909,1.604247587,-18.90261534,-129.2910844,-10.7992254,-71.62165376,0.020093896,-0.450619361,4.858681269,0,0,1,0,53325.77491,457.2018387,224.028901,0.49,0.39,6.9,0.5,0: Broadleaf,1595008158,50.82293548,49.98696774,31.25737742,30.77986774,600.0101935,102.2486129,0.100030577,31.21827097,32.10449355,999.9,10001.81452,457.2018387,7.315758065,1500.001613,0.899999645,0.100000342,35,30509.7871,1595008184,13:49:44,114,-1.756,0.263,50,31,0.22,0.21,0.718710244,-0.09012947,0.028840091,1,0.481967951,-0.031803826,0.003280933,1,2,2,100,100,-1.756,0.263,3,642.817,293.272,28.4995,36.3826,30,36.132,36.16,4.89308,35.0348,0,28.5,50,30.8441,99.7281,99.3919,1n,7/18/2020,6800.3,1n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595008262,15797.5,20200717 13:51:01,13:51:01,1595008254,0.000500604,-1.280765472,7.022843871,73.23131161,7.495054029,0.718771699,0.030629613,2.706214074,0.030438315,0.019041034,87.2423097,31.68965086,32.16579032,4.820075225,69.88102385,3.202788711,4.583202327,1.617286514,-22.07661963,-129.6274984,-10.83319653,-75.29500485,0.020095398,-0.450653043,4.858978161,0,0,1,0,53319.23003,456.527,223.69823,0.49,0.39,6.9,0.5,0: Broadleaf,1595008254,7.022843871,5.554035806,31.29322581,30.73555806,600.0119355,102.2476452,0.100023665,31.27730645,32.16579032,999.9,10002.65677,456.527,14.60952903,1499.996774,0.899998645,0.100001348,35,30509.64839,1595008285,13:51:25,115,-1.644,0.258,6,31,0.29,0.21,1.360495366,-0.085655749,0.017257244,1,0.565996293,-0.065646983,0.006607497,1,2,2,100,100,-1.644,0.258,3,642.889,292.854,28.5006,36.3725,30.0001,36.1173,36.1509,0,35.2968,0,28.5,0,30.6486,99.722,99.3913,1n,7/18/2020,6800.3,1n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595008376,15912,20200717 13:52:56,13:52:56,1595008368,0.000508243,3.282764965,396.1562258,215.9497864,22.10251884,40.54669648,0.030692403,2.706326214,0.03050033,0.019079863,87.1660608,31.83087637,32.30509355,4.858164025,69.68293213,3.219953676,4.620864217,1.638210349,-22.41350373,-128.9621847,-10.79217939,-75.001807,0.020096637,-0.450680817,4.85922298,0,0,1,0,53297.22982,456.128,223.50272,0.49,0.39,6.9,0.5,0: Broadleaf,1595008368,396.1562258,400.1628065,31.46013871,30.89406774,600.0215806,102.2501613,0.100108226,31.42120645,32.30509355,999.9,10003.0271,456.128,13.28723871,1499.997419,0.900001355,0.09999859,36,30509.70323,1595008396,13:53:15,116,-2.015,0.273,401,31,0.47,0.16,-3.608579024,-0.767125087,0.079736708,0,0.562629073,-0.304450223,0.032386347,0,0,2,100,100,-2.015,0.273,3,642.84,293.057,28.5014,36.4815,30.0007,36.2129,36.2543,20.1704,34.7325,0,28.5,400,31.0296,99.6821,99.3695,1n,7/18/2020,6800.3,1n,n,0,0,Y
07-18-2020 6800.3 wetfert_Cleaned_6800.csv,1595008479,16014.5,20200717 13:54:38,13:54:38,1595008471,0.000565115,6.772115425,641.8578065,308.2758156,31.5532879,65.69676613,0.033971136,2.706564543,0.033736026,0.021106004,87.14939195,31.94128177,32.42457419,4.891041302,69.71452915,3.244640227,4.654180794,1.646401076,-24.92157144,-127.9568344,-10.72006468,-76.44907853,0.020099269,-0.450739847,4.859743296,0,0,1,0,53281.87695,456.0407742,223.4599794,0.49,0.39,6.9,0.5,0: Broadleaf,1595008471,641.8578065,650.0627419,31.70015484,31.07088387,600.0094516,102.2540968,0.099984558,31.54765484,32.42457419,999.9,10003.95226,456.0407742,12.87807097,1499.997419,0.899999935,0.100000113,36,30509.66129,1595008501,13:55:00,117,-2.811,0.274,650,31,0.27,0.2,-7.409511707,-0.069601254,0.042796964,1,0.627412902,0.018182655,0.002006189,1,2,2,100,100,-2.811,0.274,3,642.618,292.559,28.5008,36.6506,30.0007,36.3535,36.3973,29.8292,34.9671,0,28.5,650,31.1442,99.6458,99.3316,1n,7/18/2020,6800.3,1n,n,0,0,Y
