,date.c,UserIDs_in,Leaf,date,timepoint,vcmax,vcmax.se,jmax,jmax.se,vcmax.25,vcmax.se.25,jmax.25,jmax.se.25,treatment,fit.method,leafage,Jkeep,keep,Asat,gs,GS,GSKEEP,waterue,date.a,Co2s_in,Tleaf,Rd,gamstar,Apred,Fert.x,L,Kc,Ko,Km,PredictionA,X,X.1,intercept,CTleaf_out.slope,CTleaf2.slope,Treatment,Leaf.age,Date,rdref,q10,LMA_g.m2,a,b,c,MyTemp,R_calc,Fert.y,vcmax.25mass,jmax.25mass
11,6/21/2020,14p,14p,6/21/2020,T1,78.343564,2.3493454,139.689475,2.5554414,45.212057,1.3558072,115.688192,2.1163684,p,default,new,Y,Y,9.459508,0.1149773,114.9773,Y,0.082272831,0020-06-21,390.22,33.01298,1.647853,54.98614,12.06456,pre,0.215925985,37.8925606,20.22789065,431.2819586,191.98,NA,NA,-2.635634721,0.151048919,-0.001066828,p,new,6/21/2020,1.606119498,2.656675169,241.071429,-2.635634721,0.151048919,-0.001066828,25,R.area,pre,187.5463102,479.8917586
12,6/21/2020,14p,14p,6/21/2020,T1,78.343564,2.3493454,139.689475,2.5554414,45.212057,1.3558072,115.688192,2.1163684,p,default,new,Y,Y,9.459508,0.1149773,114.9773,Y,0.082272831,0020-06-21,390.22,33.01298,1.647853,54.98614,12.06456,pre,0.215925985,37.8925606,20.22789065,431.2819586,191.98,NA,NA,-1.212972718,0.151048919,-0.001066828,p,new,6/21/2020,6.662421608,2.656675169,241.071429,-1.212972718,0.151048919,-0.001066828,25,R.mass,pre,187.5463102,479.8917586
13,6/21/2020,15n,15n,6/21/2020,T1,72.364445,3.3673248,115.171317,3.7659463,41.761508,1.9432828,95.382715,3.1188852,n,default,new,Y,Y,6.601818,0.06651914,66.51914,Y,0.099246893,0020-06-21,392.4041,34.18014,1.566277,54.98614,10.52189,pre,0.372563484,37.88498978,20.22442312,431.263224,176.65,NA,NA,-0.884470406,0.101918873,-0.000385649,n,new,6/21/2020,4.147356314,2.284996461,310.337972,-0.884470406,0.101918873,-0.000385649,20,R.mass,pre,134.5678317,307.3510933
14,6/21/2020,15n,15n,6/21/2020,T1,72.364445,3.3673248,115.171317,3.7659463,41.761508,1.9432828,95.382715,3.1188852,n,default,new,Y,Y,6.601818,0.06651914,66.51914,Y,0.099246893,0020-06-21,392.4041,34.18014,1.566277,54.98614,10.52189,pre,0.372563484,37.88498978,20.22442312,431.263224,176.65,NA,NA,-2.054563749,0.101918873,-0.000385649,n,new,6/21/2020,1.287082148,2.284996461,310.337972,-2.054563749,0.101918873,-0.000385649,25,R.area,pre,134.5678317,307.3510933
15,6/21/2020,15n,15n,6/21/2020,T1,72.364445,3.3673248,115.171317,3.7659463,41.761508,1.9432828,95.382715,3.1188852,n,default,new,Y,Y,6.601818,0.06651914,66.51914,Y,0.099246893,0020-06-21,392.4041,34.18014,1.566277,54.98614,10.52189,pre,0.372563484,37.88498978,20.22442312,431.263224,176.65,NA,NA,-2.054563749,0.101918873,-0.000385649,n,new,6/21/2020,1.287082148,2.284996461,310.337972,-2.054563749,0.101918873,-0.000385649,20,R.area,pre,134.5678317,307.3510933
16,6/21/2020,15n,15n,6/21/2020,T1,72.364445,3.3673248,115.171317,3.7659463,41.761508,1.9432828,95.382715,3.1188852,n,default,new,Y,Y,6.601818,0.06651914,66.51914,Y,0.099246893,0020-06-21,392.4041,34.18014,1.566277,54.98614,10.52189,pre,0.372563484,37.88498978,20.22442312,431.263224,176.65,NA,NA,-0.884470406,0.101918873,-0.000385649,n,new,6/21/2020,4.147356314,2.284996461,310.337972,-0.884470406,0.101918873,-0.000385649,25,R.mass,pre,134.5678317,307.3510933
17,6/21/2020,16c,16c,6/21/2020,T1,72.369997,0.8982035,128.993078,0.9077333,41.764712,0.5183531,106.829638,0.7517678,c,default,new,Y,Y,6.899625,0.08077572,80.77572,Y,0.085417066,0020-06-21,394.9129,34.07274,3.325775,54.98614,9.49472,pre,0.273319803,37.97226111,20.26439455,431.4789515,175.94,NA,NA,-0.649019896,0.032265356,0.00051044,c,new,6/21/2020,1.610652039,1.782244683,142.610063,-0.649019896,0.032265356,0.00051044,20,R.area,pre,292.8595018,749.103084
18,6/21/2020,16c,16c,6/21/2020,T1,72.369997,0.8982035,128.993078,0.9077333,41.764712,0.5183531,106.829638,0.7517678,c,default,new,Y,Y,6.899625,0.08077572,80.77572,Y,0.085417066,0020-06-21,394.9129,34.07274,3.325775,54.98614,9.49472,pre,0.273319803,37.97226111,20.26439455,431.4789515,175.94,NA,NA,1.298621309,0.032265356,0.00051044,c,new,6/21/2020,11.29409808,1.782244683,142.610063,1.298621309,0.032265356,0.00051044,20,R.mass,pre,292.8595018,749.103084
19,6/21/2020,16c,16c,6/21/2020,T1,72.369997,0.8982035,128.993078,0.9077333,41.764712,0.5183531,106.829638,0.7517678,c,default,new,Y,Y,6.899625,0.08077572,80.77572,Y,0.085417066,0020-06-21,394.9129,34.07274,3.325775,54.98614,9.49472,pre,0.273319803,37.97226111,20.26439455,431.4789515,175.94,NA,NA,1.298621309,0.032265356,0.00051044,c,new,6/21/2020,11.29409808,1.782244683,142.610063,1.298621309,0.032265356,0.00051044,25,R.mass,pre,292.8595018,749.103084
20,6/21/2020,16c,16c,6/21/2020,T1,72.369997,0.8982035,128.993078,0.9077333,41.764712,0.5183531,106.829638,0.7517678,c,default,new,Y,Y,6.899625,0.08077572,80.77572,Y,0.085417066,0020-06-21,394.9129,34.07274,3.325775,54.98614,9.49472,pre,0.273319803,37.97226111,20.26439455,431.4789515,175.94,NA,NA,-0.649019896,0.032265356,0.00051044,c,new,6/21/2020,1.610652039,1.782244683,142.610063,-0.649019896,0.032265356,0.00051044,25,R.area,pre,292.8595018,749.103084
21,6/21/2020,17n,17n,6/21/2020,T1,115.270774,8.4716181,150.73539,5.3760976,66.522744,4.8889697,124.836211,4.4523826,n,default,new,Y,Y,14.2006,0.1678487,167.8487,Y,0.084603575,0020-06-21,383.2523,35.02416,1.088437,54.98614,18.66405,pre,0.239146916,37.81319818,20.1915416,431.0853798,285.95,NA,NA,-3.106311333,0.180334595,-0.00167739,n,new,6/21/2020,1.424306028,2.623871428,201.225741,-3.106311333,0.180334595,-0.00167739,20,R.area,pre,330.5876458,620.3789355
22,6/21/2020,17n,17n,6/21/2020,T1,115.270774,8.4716181,150.73539,5.3760976,66.522744,4.8889697,124.836211,4.4523826,n,default,new,Y,Y,14.2006,0.1678487,167.8487,Y,0.084603575,0020-06-21,383.2523,35.02416,1.088437,54.98614,18.66405,pre,0.239146916,37.81319818,20.1915416,431.0853798,285.95,NA,NA,-1.502983421,0.180334595,-0.00167739,n,new,6/21/2020,7.078150247,2.623871428,201.225741,-1.502983421,0.180334595,-0.00167739,20,R.mass,pre,330.5876458,620.3789355
23,6/21/2020,17n,17n,6/21/2020,T1,115.270774,8.4716181,150.73539,5.3760976,66.522744,4.8889697,124.836211,4.4523826,n,default,new,Y,Y,14.2006,0.1678487,167.8487,Y,0.084603575,0020-06-21,383.2523,35.02416,1.088437,54.98614,18.66405,pre,0.239146916,37.81319818,20.1915416,431.0853798,285.95,NA,NA,-1.502983421,0.180334595,-0.00167739,n,new,6/21/2020,7.078150247,2.623871428,201.225741,-1.502983421,0.180334595,-0.00167739,25,R.mass,pre,330.5876458,620.3789355
24,6/21/2020,17n,17n,6/21/2020,T1,115.270774,8.4716181,150.73539,5.3760976,66.522744,4.8889697,124.836211,4.4523826,n,default,new,Y,Y,14.2006,0.1678487,167.8487,Y,0.084603575,0020-06-21,383.2523,35.02416,1.088437,54.98614,18.66405,pre,0.239146916,37.81319818,20.1915416,431.0853798,285.95,NA,NA,-3.106311333,0.180334595,-0.00167739,n,new,6/21/2020,1.424306028,2.623871428,201.225741,-3.106311333,0.180334595,-0.00167739,25,R.area,pre,330.5876458,620.3789355
25,6/21/2020,18c,18c,6/21/2020,T1,91.232609,11.5792483,81.153915,3.5083229,52.65032,6.682384,67.210145,2.9055271,c,default,new,Y,Y,6.429299,0.08397384,83.97384,Y,0.076563118,0020-06-21,393.6083,33.68392,1.571549,54.98614,10.09362,pre,0.363033381,37.88527737,20.22455484,431.2639357,222.24,NA,NA,-2.792886589,0.146986184,-0.001035425,c,new,6/21/2020,1.264437765,2.591273592,252.341598,-2.792886589,0.146986184,-0.001035425,25,R.area,pre,208.6470103,266.3458801
26,6/21/2020,18c,18c,6/21/2020,T1,91.232609,11.5792483,81.153915,3.5083229,52.65032,6.682384,67.210145,2.9055271,c,default,new,Y,Y,6.429299,0.08397384,83.97384,Y,0.076563118,0020-06-21,393.6083,33.68392,1.571549,54.98614,10.09362,pre,0.363033381,37.88527737,20.22455484,431.2639357,222.24,NA,NA,-2.792886589,0.146986184,-0.001035425,c,new,6/21/2020,1.264437765,2.591273592,252.341598,-2.792886589,0.146986184,-0.001035425,20,R.area,pre,208.6470103,266.3458801
27,6/21/2020,18c,18c,6/21/2020,T1,91.232609,11.5792483,81.153915,3.5083229,52.65032,6.682384,67.210145,2.9055271,c,default,new,Y,Y,6.429299,0.08397384,83.97384,Y,0.076563118,0020-06-21,393.6083,33.68392,1.571549,54.98614,10.09362,pre,0.363033381,37.88527737,20.22455484,431.2639357,222.24,NA,NA,-1.415915028,0.146986184,-0.001035425,c,new,6/21/2020,5.010817775,2.591273592,252.341598,-1.415915028,0.146986184,-0.001035425,25,R.mass,pre,208.6470103,266.3458801
28,6/21/2020,18c,18c,6/21/2020,T1,91.232609,11.5792483,81.153915,3.5083229,52.65032,6.682384,67.210145,2.9055271,c,default,new,Y,Y,6.429299,0.08397384,83.97384,Y,0.076563118,0020-06-21,393.6083,33.68392,1.571549,54.98614,10.09362,pre,0.363033381,37.88527737,20.22455484,431.2639357,222.24,NA,NA,-1.415915028,0.146986184,-0.001035425,c,new,6/21/2020,5.010817775,2.591273592,252.341598,-1.415915028,0.146986184,-0.001035425,20,R.mass,pre,208.6470103,266.3458801
29,6/21/2020,19p,19p,6/21/2020,T1,54.2275535,1.4254346,92.0189678,1.7266705,31.2947111,0.8226182,76.2083757,1.4299958,p,default,new,Y,Y,6.343321,0.07300633,73.00633,Y,0.086887274,0020-06-21,391.2259,34.14267,0.9896242,54.98614,8.526348,pre,0.256033064,37.78880669,20.18036998,431.0248778,132.61,NA,NA,-0.756279424,0.077630577,0.000307428,p,new,6/21/2020,3.96151827,2.534558987,306.440678,-0.756279424,0.077630577,0.000307428,20,R.mass,pre,102.1232276,248.6888366
30,6/21/2020,19p,19p,6/21/2020,T1,54.2275535,1.4254346,92.0189678,1.7266705,31.2947111,0.8226182,76.2083757,1.4299958,p,default,new,Y,Y,6.343321,0.07300633,73.00633,Y,0.086887274,0020-06-21,391.2259,34.14267,0.9896242,54.98614,8.526348,pre,0.256033064,37.78880669,20.18036998,431.0248778,132.61,NA,NA,-0.756279424,0.077630577,0.000307428,p,new,6/21/2020,3.96151827,2.534558987,306.440678,-0.756279424,0.077630577,0.000307428,25,R.mass,pre,102.1232276,248.6888366
31,6/21/2020,19p,19p,6/21/2020,T1,54.2275535,1.4254346,92.0189678,1.7266705,31.2947111,0.8226182,76.2083757,1.4299958,p,default,new,Y,Y,6.343321,0.07300633,73.00633,Y,0.086887274,0020-06-21,391.2259,34.14267,0.9896242,54.98614,8.526348,pre,0.256033064,37.78880669,20.18036998,431.0248778,132.61,NA,NA,-1.939010513,0.077630577,0.000307428,p,new,6/21/2020,1.213970344,2.534558987,306.440678,-1.939010513,0.077630577,0.000307428,20,R.area,pre,102.1232276,248.6888366
32,6/21/2020,19p,19p,6/21/2020,T1,54.2275535,1.4254346,92.0189678,1.7266705,31.2947111,0.8226182,76.2083757,1.4299958,p,default,new,Y,Y,6.343321,0.07300633,73.00633,Y,0.086887274,0020-06-21,391.2259,34.14267,0.9896242,54.98614,8.526348,pre,0.256033064,37.78880669,20.18036998,431.0248778,132.61,NA,NA,-1.939010513,0.077630577,0.000307428,p,new,6/21/2020,1.213970344,2.534558987,306.440678,-1.939010513,0.077630577,0.000307428,25,R.area,pre,102.1232276,248.6888366
33,6/21/2020,1n,1n,6/21/2020,T1,111.57964,33.337157,183.77348,38.197702,64.392486,19.238887,152.197642,31.634622,n,default,new,Y,Y,5.789121,0.05081074,50.81074,Y,0.113934987,0020-06-21,393.5186,33.47887,9.35876,54.98614,10.33431,pre,0.43981543,38.02232082,20.28732257,431.6024666,271.96,NA,NA,-1.651480927,0.080950767,-8.53E-05,n,new,6/21/2020,1.375713493,2.152984618,195.145631,-1.651480927,0.080950767,-8.53E-05,20,R.area,pre,329.9714458,779.9182652
34,6/21/2020,1n,1n,6/21/2020,T1,111.57964,33.337157,183.77348,38.197702,64.392486,19.238887,152.197642,31.634622,n,default,new,Y,Y,5.789121,0.05081074,50.81074,Y,0.113934987,0020-06-21,393.5186,33.47887,9.35876,54.98614,10.33431,pre,0.43981543,38.02232082,20.28732257,431.6024666,271.96,NA,NA,-0.017471753,0.080950767,-8.53E-05,n,new,6/21/2020,7.049676109,2.152984618,195.145631,-0.017471753,0.080950767,-8.53E-05,20,R.mass,pre,329.9714458,779.9182652
35,6/21/2020,1n,1n,6/21/2020,T1,111.57964,33.337157,183.77348,38.197702,64.392486,19.238887,152.197642,31.634622,n,default,new,Y,Y,5.789121,0.05081074,50.81074,Y,0.113934987,0020-06-21,393.5186,33.47887,9.35876,54.98614,10.33431,pre,0.43981543,38.02232082,20.28732257,431.6024666,271.96,NA,NA,-1.651480927,0.080950767,-8.53E-05,n,new,6/21/2020,1.375713493,2.152984618,195.145631,-1.651480927,0.080950767,-8.53E-05,25,R.area,pre,329.9714458,779.9182652
36,6/21/2020,1n,1n,6/21/2020,T1,111.57964,33.337157,183.77348,38.197702,64.392486,19.238887,152.197642,31.634622,n,default,new,Y,Y,5.789121,0.05081074,50.81074,Y,0.113934987,0020-06-21,393.5186,33.47887,9.35876,54.98614,10.33431,pre,0.43981543,38.02232082,20.28732257,431.6024666,271.96,NA,NA,-0.017471753,0.080950767,-8.53E-05,n,new,6/21/2020,7.049676109,2.152984618,195.145631,-0.017471753,0.080950767,-8.53E-05,25,R.mass,pre,329.9714458,779.9182652
37,6/21/2020,20c,20c,6/21/2020,T1,110.149547,3.7592652,156.939711,3.4036684,63.567287,2.1694722,129.974515,2.8188545,c,default,new,Y,Y,10.22407,0.08823339,88.23339,Y,0.115875294,0020-06-21,389.4348,34.0448,1.917642,54.98614,17.30927,pre,0.409329798,37.91516484,20.2382437,431.3378716,270.32,NA,NA,-1.605576966,0.209412836,-0.002280953,c,new,6/21/2020,9.062532444,2.595170164,194.002307,-1.605576966,0.209412836,-0.002280953,25,R.mass,pre,327.6625314,669.9637598
38,6/21/2020,20c,20c,6/21/2020,T1,110.149547,3.7592652,156.939711,3.4036684,63.567287,2.1694722,129.974515,2.8188545,c,default,new,Y,Y,10.22407,0.08823339,88.23339,Y,0.115875294,0020-06-21,389.4348,34.0448,1.917642,54.98614,17.30927,pre,0.409329798,37.91516484,20.2382437,431.3378716,270.32,NA,NA,-1.605576966,0.209412836,-0.002280953,c,new,6/21/2020,9.062532444,2.595170164,194.002307,-1.605576966,0.209412836,-0.002280953,20,R.mass,pre,327.6625314,669.9637598
39,6/21/2020,20c,20c,6/21/2020,T1,110.149547,3.7592652,156.939711,3.4036684,63.567287,2.1694722,129.974515,2.8188545,c,default,new,Y,Y,10.22407,0.08823339,88.23339,Y,0.115875294,0020-06-21,389.4348,34.0448,1.917642,54.98614,17.30927,pre,0.409329798,37.91516484,20.2382437,431.3378716,270.32,NA,NA,-3.245462194,0.209412836,-0.002280953,c,new,6/21/2020,1.758152201,2.595170164,194.002307,-3.245462194,0.209412836,-0.002280953,20,R.area,pre,327.6625314,669.9637598
40,6/21/2020,20c,20c,6/21/2020,T1,110.149547,3.7592652,156.939711,3.4036684,63.567287,2.1694722,129.974515,2.8188545,c,default,new,Y,Y,10.22407,0.08823339,88.23339,Y,0.115875294,0020-06-21,389.4348,34.0448,1.917642,54.98614,17.30927,pre,0.409329798,37.91516484,20.2382437,431.3378716,270.32,NA,NA,-3.245462194,0.209412836,-0.002280953,c,new,6/21/2020,1.758152201,2.595170164,194.002307,-3.245462194,0.209412836,-0.002280953,25,R.area,pre,327.6625314,669.9637598
41,6/21/2020,22n,22n,6/21/2020,T1,29.883534,0.9582264,68.595359,NA,17.245782,0.9582264,56.809384,NA,n,bilinear,new,Y,Y,2.86166,0.05224575,52.24575,Y,0.054773068,0020-06-21,397.2524,33.67751,2.184159,54.98614,3.14198,pre,0.089217627,37.93147608,20.24571446,431.3781974,72.35,NA,NA,0.76859826,0.068484771,3.56E-05,n,new,6/21/2020,12.21882824,2.019108608,136.879433,0.76859826,0.068484771,3.56E-05,20,R.mass,pre,125.9925003,415.0322861
42,6/21/2020,22n,22n,6/21/2020,T1,29.883534,0.9582264,68.595359,NA,17.245782,0.9582264,56.809384,NA,n,bilinear,new,Y,Y,2.86166,0.05224575,52.24575,Y,0.054773068,0020-06-21,397.2524,33.67751,2.184159,54.98614,3.14198,pre,0.089217627,37.93147608,20.24571446,431.3781974,72.35,NA,NA,-1.220056532,0.068484771,3.56E-05,n,new,6/21/2020,1.672506281,2.019108608,136.879433,-1.220056532,0.068484771,3.56E-05,20,R.area,pre,125.9925003,415.0322861
43,6/21/2020,22n,22n,6/21/2020,T1,29.883534,0.9582264,68.595359,NA,17.245782,0.9582264,56.809384,NA,n,bilinear,new,Y,Y,2.86166,0.05224575,52.24575,Y,0.054773068,0020-06-21,397.2524,33.67751,2.184159,54.98614,3.14198,pre,0.089217627,37.93147608,20.24571446,431.3781974,72.35,NA,NA,0.76859826,0.068484771,3.56E-05,n,new,6/21/2020,12.21882824,2.019108608,136.879433,0.76859826,0.068484771,3.56E-05,25,R.mass,pre,125.9925003,415.0322861
44,6/21/2020,22n,22n,6/21/2020,T1,29.883534,0.9582264,68.595359,NA,17.245782,0.9582264,56.809384,NA,n,bilinear,new,Y,Y,2.86166,0.05224575,52.24575,Y,0.054773068,0020-06-21,397.2524,33.67751,2.184159,54.98614,3.14198,pre,0.089217627,37.93147608,20.24571446,431.3781974,72.35,NA,NA,-1.220056532,0.068484771,3.56E-05,n,new,6/21/2020,1.672506281,2.019108608,136.879433,-1.220056532,0.068484771,3.56E-05,25,R.area,pre,125.9925003,415.0322861
45,6/21/2020,23c,23c,6/21/2020,T1,79.9012635,7.9084271,95.8498634,3.5242632,46.1110059,4.5639512,79.3810521,2.918728,c,default,new,Y,Y,7.528679,0.06716197,67.16197,Y,0.112097352,0020-06-21,412.0634,34.99118,0.5643827,54.98614,13.37314,pre,0.437029822,37.59326833,20.0908108,430.5384027,188.54,NA,NA,-1.176118203,0.150523516,-0.001102978,c,new,6/21/2020,6.66992369,2.595414247,220.88429,-1.176118203,0.150523516,-0.001102978,25,R.mass,pre,208.7563851,359.3784424
46,6/21/2020,23c,23c,6/21/2020,T1,79.9012635,7.9084271,95.8498634,3.5242632,46.1110059,4.5639512,79.3810521,2.918728,c,default,new,Y,Y,7.528679,0.06716197,67.16197,Y,0.112097352,0020-06-21,412.0634,34.99118,0.5643827,54.98614,13.37314,pre,0.437029822,37.59326833,20.0908108,430.5384027,188.54,NA,NA,-2.686234493,0.150523516,-0.001102978,c,new,6/21/2020,1.473281359,2.595414247,220.88429,-2.686234493,0.150523516,-0.001102978,20,R.area,pre,208.7563851,359.3784424
47,6/21/2020,23c,23c,6/21/2020,T1,79.9012635,7.9084271,95.8498634,3.5242632,46.1110059,4.5639512,79.3810521,2.918728,c,default,new,Y,Y,7.528679,0.06716197,67.16197,Y,0.112097352,0020-06-21,412.0634,34.99118,0.5643827,54.98614,13.37314,pre,0.437029822,37.59326833,20.0908108,430.5384027,188.54,NA,NA,-1.176118203,0.150523516,-0.001102978,c,new,6/21/2020,6.66992369,2.595414247,220.88429,-1.176118203,0.150523516,-0.001102978,20,R.mass,pre,208.7563851,359.3784424
48,6/21/2020,23c,23c,6/21/2020,T1,79.9012635,7.9084271,95.8498634,3.5242632,46.1110059,4.5639512,79.3810521,2.918728,c,default,new,Y,Y,7.528679,0.06716197,67.16197,Y,0.112097352,0020-06-21,412.0634,34.99118,0.5643827,54.98614,13.37314,pre,0.437029822,37.59326833,20.0908108,430.5384027,188.54,NA,NA,-2.686234493,0.150523516,-0.001102978,c,new,6/21/2020,1.473281359,2.595414247,220.88429,-2.686234493,0.150523516,-0.001102978,25,R.area,pre,208.7563851,359.3784424
49,6/21/2020,24p,24p,6/21/2020,T1,100.424954,4.145834,143.708849,3.429482,57.955221,2.39256,119.01696,2.840232,p,default,new,Y,Y,10.2233,0.1080231,108.0231,Y,0.094639943,0020-06-21,387.4358,34.55389,1.554323,54.98614,15.88651,pre,0.356479176,37.88392269,20.22393438,431.2605831,247.31,NA,NA,-2.249833671,0.121654426,-0.000702842,p,new,6/21/2020,1.422265273,2.375299109,213.511111,-2.249833671,0.121654426,-0.000702842,20,R.area,pre,271.4388995,557.4274774
50,6/21/2020,24p,24p,6/21/2020,T1,100.424954,4.145834,143.708849,3.429482,57.955221,2.39256,119.01696,2.840232,p,default,new,Y,Y,10.2233,0.1080231,108.0231,Y,0.094639943,0020-06-21,387.4358,34.55389,1.554323,54.98614,15.88651,pre,0.356479176,37.88392269,20.22393438,431.2605831,247.31,NA,NA,-0.705767265,0.121654426,-0.000702842,p,new,6/21/2020,6.661317375,2.375299109,213.511111,-0.705767265,0.121654426,-0.000702842,25,R.mass,pre,271.4388995,557.4274774
51,6/21/2020,24p,24p,6/21/2020,T1,100.424954,4.145834,143.708849,3.429482,57.955221,2.39256,119.01696,2.840232,p,default,new,Y,Y,10.2233,0.1080231,108.0231,Y,0.094639943,0020-06-21,387.4358,34.55389,1.554323,54.98614,15.88651,pre,0.356479176,37.88392269,20.22393438,431.2605831,247.31,NA,NA,-0.705767265,0.121654426,-0.000702842,p,new,6/21/2020,6.661317375,2.375299109,213.511111,-0.705767265,0.121654426,-0.000702842,20,R.mass,pre,271.4388995,557.4274774
